,tune
3449,"[('2', 'C6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'C6'), ('2', 'C7/E'), ('2', 'Gbm6'), ('2', 'Gbdim7'), ('2', 'C6/G'), ('2', 'G7'), ('2', 'C6'), ('2', 'C7')]"
3450,"[('2', 'Gbm6'), ('2', 'Dm7'), ('2', 'Gm7'), ('2', 'C7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Gm7'), ('2', 'C7'), ('2', 'Gbm6'), ('2', 'Gbm7/A'), ('2', 'Bm6'), ('2', 'Bdim7'), ('2', 'Gbm6/C'), ('2', 'C7'), ('1', 'Gbm6')]"
3451,"[('2', 'Gm7'), ('2', 'C7'), ('2', 'Fm7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Gm7'), ('2', 'C7'), ('2', 'Fm7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7')]"
3452,"[('2', 'C6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'C6'), ('2', 'C7/E'), ('2', 'Gbm6'), ('2', 'Gbdim7'), ('2', 'C6/G'), ('2', 'G7'), ('2', 'C6'), ('2', 'G7')]"
3453,"[('2', 'Dbm7'), ('2', 'Gb7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Cmaj7'), ('2', 'Fm7'), ('2', 'Bm7'), ('2', 'Bm7'), ('2', 'E7'), ('2', 'Cm7'), ('2', 'Gbm7'), ('1', 'Bbmaj7'), ('2', 'Bm7'), ('2', 'E7'), ('2', 'Am7'), ('2', 'Ab7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('2', 'Fm7'), ('2', 'Bm7')]"
3454,"[('2', 'Dbm7'), ('2', 'Gb7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Cmaj7'), ('2', 'Fm7'), ('2', 'Bm7'), ('2', 'Bm7'), ('2', 'E7'), ('2', 'Cm7'), ('2', 'Gbm7'), ('1', 'Bbmaj7'), ('2', 'Bm7'), ('2', 'E7'), ('2', 'Am7'), ('2', 'Ab7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('2', 'Fm7'), ('2', 'Bm7')]"
3455,"[('2', 'Cm'), ('2', 'Cm'), ('2', 'Ab7b5'), ('2', 'Abm7'), ('2', 'Cm'), ('2', 'Cm'), ('2', 'Ab7b5'), ('2', 'Abm7'), ('2', 'Cm'), ('2', 'Cm'), ('2', 'Ab7b5'), ('2', 'Abm7'), ('4', 'Abm7'), ('2', 'Abm7#9'), ('1', 'Ab7#9')]"
3456,"[('1', 'Dbm9'), ('1', 'Dbm9'), ('1', 'Gbm9'), ('1', 'Gbm9'), ('1', 'Dbm9'), ('1', 'D9'), ('4', 'D9'), ('2', 'Abm7#9'), ('1', 'Ab7#9'), ('1', 'Dbm9'), ('1', 'Dbm9'), ('1', 'Gbm9'), ('1', 'Gbm9'), ('1', 'Dbm9'), ('1', 'Abm9'), ('1', 'Gbm13'), ('1', 'Dbm9')]"
3457,"[('1', 'Cm7'), ('1', 'Gbm13'), ('1', 'Bbmaj7'), ('1', 'Bbmaj7'), ('1', 'Bbm9'), ('1', 'Em13'), ('1', 'Abmaj7'), ('1', 'Abmaj7'), ('1', 'Ebm9'), ('1', 'Ab13'), ('1', 'Dbmaj7'), ('1', 'Dbmaj7'), ('1', 'Dbm9'), ('1', 'Gb13'), ('4', 'Bm'), ('2', 'E13'), ('1', 'Gbm6')]"
3458,"[('2', 'D9'), ('2', 'G9'), ('2', 'C7'), ('2', 'Fmaj7'), ('2', 'B9'), ('2', 'E9'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Dm7'), ('4', 'G7'), ('4', 'Abdim'), ('2', 'Am7'), ('2', 'D13'), ('2', 'Dm7'), ('2', 'G7b9')]"
3459,"[('2', 'D9'), ('2', 'G9'), ('2', 'C7'), ('2', 'Fmaj7'), ('2', 'B9'), ('2', 'E9'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Dm7'), ('4', 'G7'), ('4', 'Abdim'), ('2', 'Am7'), ('2', 'D13'), ('2', 'Dm7'), ('2', 'G7b9')]"
3460,"[('2', 'Emaj7'), ('2', 'Dbm7'), ('2', 'Gbm7b5'), ('2', 'B7'), ('2', 'Abm7'), ('2', 'Gdim7'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'Emaj7'), ('2', 'Dbm7'), ('2', 'Gbm7b5'), ('2', 'B7'), ('2', 'E7'), ('2', 'A7'), ('4', 'Dm7'), ('4', 'Ebm7'), ('4', 'Em7'), ('4', 'Em7')]"
3461,"[('2', 'D9'), ('2', 'G9'), ('2', 'C7'), ('2', 'Fmaj7'), ('2', 'B9'), ('2', 'E9'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Dm7'), ('4', 'G7'), ('4', 'Abdim'), ('2', 'Am7'), ('2', 'D13'), ('2', 'Dm7'), ('2', 'G7b9'), ('2', 'Cmaj7'), ('4', 'Em7'), ('4', 'A7')]"
3462,"[('1', 'C6'), ('1', 'B7'), ('1', 'Bm7'), ('1', 'A7'), ('1', 'D7'), ('1', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7')]"
3463,"[('1', 'C6'), ('1', 'B7'), ('1', 'Bm7'), ('1', 'A7'), ('1', 'D7'), ('1', 'G7'), ('1', 'C6'), ('2', 'Gbm7b5'), ('2', 'B7')]"
3464,"[('1', 'Em'), ('2', 'Gbm7b5'), ('2', 'B7'), ('1', 'Em'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Gmaj7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'D7'), ('1', 'Dm7'), ('1', 'G7')]"
3465,"[('1', 'C6'), ('1', 'B7'), ('1', 'Bm7'), ('1', 'A7'), ('1', 'D7'), ('1', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]"
3466,"[('2', 'Dbm'), ('2', 'A7#9'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Em7'), ('2', 'Eb7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gbm'), ('2', 'Fm7')]"
3467,"[('2', 'Dbm'), ('2', 'A7#9'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Em7'), ('2', 'Eb7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gbm'), ('2', 'Fm7')]"
3468,"[('1', 'Gm7'), ('1', 'Gb7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'Abm7')]"
3469,"[('2', 'Dbm'), ('2', 'A7#9'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Em7'), ('2', 'Eb7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gbm'), ('2', 'Fm7')]"
3470,"[('2', 'Dbm'), ('2', 'A7#9'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Em7'), ('2', 'Eb7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gbm'), ('2', 'Fm7')]"
3471,"[('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Bm7b5'), ('2', 'E7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Dm7'), ('2', 'G7')]"
3472,"[('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Bm7b5'), ('2', 'E7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Dm7'), ('2', 'G7')]"
3473,"[('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gbm6'), ('2', 'D7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Gbm6'), ('2', 'Am7'), ('2', 'D7'), ('2', 'G6'), ('2', 'E7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Dm7'), ('2', 'G7')]"
3474,"[('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Bm7b5'), ('2', 'E7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Dm7'), ('2', 'G7')]"
3475,"[('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Dbm6'), ('1', 'Dbm6')]"
3476,"[('1', 'Cmaj7'), ('2', 'Gbm7b5'), ('2', 'B7b13'), ('1', 'Em7b5'), ('2', 'A7'), ('2', 'A7b13'), ('1', 'D9'), ('2', 'Ab7'), ('2', 'Abm13')]"
3477,"[('1', 'Cmaj7'), ('2', 'Gbm7b5'), ('2', 'B7b13'), ('1', 'Em7b5'), ('2', 'A7'), ('2', 'A7b13'), ('1', 'D9'), ('2', 'Ab7'), ('2', 'Abm13')]"
3478,"[('1', 'Fmaj7'), ('1', 'Fm6'), ('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Fm6'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7')]"
3479,"[('1', 'Cmaj7'), ('2', 'Gbm7b5'), ('2', 'B7b13'), ('1', 'Em7b5'), ('2', 'A7'), ('2', 'A7b13'), ('1', 'D9'), ('2', 'Ab7'), ('2', 'Abm13'), ('1', 'Cmaj7'), ('2', 'Dm7'), ('2', 'Abm7')]"
3480,"[('2', 'Cm7'), ('2', 'Dm7'), ('2', 'Cm7'), ('2', 'Dm7'), ('2', 'Cm7'), ('2', 'Bb7'), ('2', 'Am7'), ('2', 'G7b9'), ('2', 'Cm7'), ('2', 'Dm7'), ('2', 'Cm7'), ('4', 'Bbm7'), ('4', 'Eb7'), ('2', 'Am7'), ('2', 'Adim7'), ('2', 'Eb7#9/Bb'), ('2', 'Eb7#9'), ('2', 'Am7'), ('2', 'Adim7'), ('2', 'Eb7#9/Bb'), ('2', 'Eb7#9'), ('2', 'Eb7#9/Bb'), ('2', 'Eb7#9'), ('2', 'Eb7#9/Bb'), ('2', 'Eb7#9'), ('1', 'D7'), ('1', 'G7b9'), ('2', 'Cm7'), ('2', 'Bb7')]"
3481,"[('2', 'Cm7'), ('2', 'Dm7'), ('2', 'Cm7'), ('2', 'Dm7'), ('2', 'Cm7'), ('2', 'Bb7'), ('2', 'Am7'), ('2', 'G7b9'), ('2', 'Cm7'), ('2', 'Dm7'), ('2', 'Cm7'), ('4', 'Bbm7'), ('4', 'Eb7'), ('2', 'Am7'), ('2', 'Adim7'), ('2', 'Eb7#9/Bb'), ('2', 'Eb7#9'), ('2', 'Am7'), ('2', 'Adim7'), ('2', 'Eb7#9/Bb'), ('2', 'Eb7#9'), ('2', 'Eb7#9/Bb'), ('2', 'Eb7#9'), ('2', 'Eb7#9/Bb'), ('2', 'Eb7#9'), ('1', 'D7'), ('1', 'G7b9'), ('2', 'Cm7'), ('2', 'Bb7')]"
3482,"[('1', 'C7b9'), ('1', 'C7b9'), ('2', 'Fm'), ('2', 'C7b9'), ('2', 'Fm7'), ('2', 'Bb7'), ('2', 'A7'), ('2', 'D7b9'), ('2', 'A7'), ('2', 'D7b9'), ('1', 'Am7'), ('1', 'G7b9')]"
3483,"[('2', 'Cm7'), ('2', 'Dm7'), ('2', 'Cm7'), ('2', 'Dm7'), ('2', 'Cm7'), ('2', 'Bb7'), ('2', 'Am7'), ('2', 'G7b9'), ('2', 'Cm7'), ('2', 'Dm7'), ('2', 'Cm7'), ('4', 'Bbm7'), ('4', 'Eb7'), ('2', 'Am7'), ('2', 'Adim7'), ('2', 'Eb7#9/Bb'), ('2', 'Eb7#9'), ('2', 'Am7'), ('2', 'Adim7'), ('2', 'Eb7#9/Bb'), ('2', 'Eb7#9'), ('2', 'Eb7#9/Bb'), ('2', 'Eb7#9'), ('2', 'Eb7#9/Bb'), ('2', 'Eb7#9'), ('1', 'D7'), ('1', 'G7b9'), ('2', 'Cm7'), ('2', 'Bb7')]"
3484,"[('2', 'Cm7'), ('2', 'Dm7'), ('2', 'Cm7'), ('2', 'Dm7'), ('2', 'Cm7'), ('2', 'Bb7'), ('2', 'Am7'), ('2', 'G7b9'), ('2', 'Cm7'), ('2', 'Dm7'), ('2', 'Cm7'), ('4', 'Bbm7'), ('4', 'Eb7'), ('2', 'Am7'), ('2', 'Adim7'), ('2', 'Eb7#9/Bb'), ('2', 'Eb7#9'), ('2', 'Am7'), ('2', 'Adim7'), ('2', 'Eb7#9/Bb'), ('2', 'Eb7#9'), ('2', 'Eb7#9/Bb'), ('2', 'Eb7#9'), ('2', 'Eb7#9/Bb'), ('2', 'Eb7#9'), ('1', 'D7'), ('1', 'G7b9'), ('2', 'Cm7'), ('2', 'Bb7')]"
3485,"[('2', 'Cdim'), ('2', 'Cmaj7'), ('2', 'E7b9'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Am7'), ('1', 'D7'), ('1', 'Dm7'), ('4', 'E7'), ('4', 'A7'), ('4', 'D7'), ('2', 'G7')]"
3486,"[('2', 'Cdim'), ('2', 'Cmaj7'), ('2', 'E7b9'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Am7'), ('1', 'D7'), ('1', 'Dm7'), ('4', 'E7'), ('4', 'A7'), ('4', 'D7'), ('2', 'G7')]"
3487,"[('1', 'F6'), ('1', 'F6'), ('1', 'Bb7'), ('1', 'Bb7'), ('1', 'Cmaj7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7')]"
3488,"[('2', 'Cdim'), ('2', 'Cmaj7'), ('2', 'E7b9'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Am7'), ('1', 'D7'), ('1', 'Dm7'), ('4', 'E7'), ('4', 'A7'), ('4', 'D7'), ('2', 'G7'), ('2', 'C6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7')]"
3489,"[('1', 'Cmaj7'), ('1', 'Gbm7#11'), ('1', 'Bm7'), ('1', 'Dbm7'), ('1', 'Gbm7'), ('1', 'B7b5'), ('1', 'Cmaj7'), ('2', 'Bbm7'), ('2', 'Em7'), ('1', 'Dm7b5'), ('2', 'Abm7b5'), ('4', 'Abm7'), ('4', 'Db7'), ('1', 'Gbm7#11')]"
3490,"[('1', 'Gbm7#11')]"
3491,"[('1', 'Cmaj7'), ('1', 'Gbm7#11'), ('1', 'Bm7'), ('1', 'Dbm7'), ('1', 'Gbm7'), ('1', 'B7b5'), ('1', 'Cmaj7'), ('2', 'Bbm7'), ('2', 'Em7'), ('1', 'Dm7b5'), ('2', 'Abm7b5'), ('4', 'Abm7'), ('4', 'Db7'), ('1', 'Gbm7#11')]"
3492,"[('2', 'Gbm7#11'), ('2', 'Ebmaj7'), ('2', 'D7#9'), ('2', 'Gb9'), ('1', 'Gb9')]"
3493,"[('2', 'Cm7'), ('2', 'Dbmaj7#11'), ('1', 'Dbmaj7#11'), ('1', 'Dbmaj7#11'), ('1', 'Dbmaj7#11'), ('1', 'Dbmaj7#11'), ('1', 'Dbmaj7#11'), ('1', 'Cm7'), ('1', 'Gb7#11')]"
3494,"[('1', 'Gbm7#11'), ('2', 'Ebm7'), ('2', 'Ab7'), ('1', 'Cm7'), ('1', 'Gb7#11'), ('1', 'Gbm7#11'), ('2', 'Ebm7'), ('2', 'Ab7'), ('2', 'Cm7'), ('2', 'Dbmaj7#11'), ('1', 'Dbmaj7#11')]"
3495,"[('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'Ebdim7'), ('2', 'Cmaj7/E'), ('4', 'Dm7'), ('4', 'G7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7')]"
3496,"[('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'Ebdim7'), ('2', 'Cmaj7/E'), ('4', 'Dm7'), ('4', 'G7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7')]"
3497,"[('2', 'Fmaj7'), ('2', 'D7b9'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Fmaj7'), ('4', 'Gm7'), ('4', 'Dbm7'), ('1', 'Dbm7b9'), ('2', 'Fmaj7'), ('2', 'D7b9'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('2', 'Dm7'), ('2', 'Db7b5')]"
3498,"[('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'Ebdim7'), ('2', 'Cmaj7/E'), ('4', 'Dm7'), ('4', 'G7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('4', 'G7'), ('4', 'Dbmmaj7'), ('1', 'Cmaj7')]"
3499,"[('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7')]"
3500,"[('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7')]"
3501,"[('1', 'Dm'), ('1', 'Dm'), ('1', 'Dm'), ('1', 'Dm'), ('1', 'Dm'), ('1', 'Dm'), ('1', 'Dm'), ('1', 'Dm'), ('1', 'Dm'), ('1', 'Dm'), ('1', 'Dm'), ('1', 'Dm'), ('1', 'Dm'), ('1', 'Dm'), ('1', 'Dm')]"
3502,"[('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7')]"
3503,"[('2', 'Cmaj7'), ('2', 'B7#9'), ('1', 'Em7'), ('1', 'A9#11'), ('2', 'Am9'), ('2', 'Gb7#5'), ('2', 'Bm7'), ('2', 'E7'), ('1', 'Dbm7b5'), ('1', 'Gb7#5'), ('1', 'Bm7'), ('1', 'G9'), ('2', 'Amaj7'), ('2', 'Db7'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'Bm7'), ('2', 'Db7'), ('2', 'Gbm7'), ('2', 'B7')]"
3504,"[('1', 'Gbm7#11'), ('1', 'Bm9'), ('1', 'Em9'), ('1', 'D7#5'), ('1', 'Db7#11'), ('1', 'Gb9'), ('1', 'B9sus'), ('1', 'Bm7#9#5'), ('1', 'Ebm9'), ('1', 'B9'), ('2', 'Ebm9'), ('2', 'B9'), ('2', 'Am7b5'), ('2', 'D7'), ('2', 'Gm7'), ('2', 'A7#5'), ('2', 'Dm7'), ('2', 'G7')]"
3505,"[('2', 'Cmaj7'), ('2', 'B7#9'), ('1', 'Em7'), ('1', 'A9#11'), ('2', 'Am9'), ('2', 'Gb7#5'), ('2', 'Bm7'), ('2', 'E7'), ('1', 'Dbm7b5'), ('1', 'Gb7#5'), ('1', 'Bm7'), ('1', 'G9'), ('2', 'Amaj7'), ('2', 'Db7'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'Bm7'), ('2', 'Db7'), ('2', 'Gbm7'), ('2', 'B7')]"
3506,"[('1', 'Gbm7#11'), ('1', 'Bm9'), ('1', 'Amaj7#11'), ('1', 'Am9#11')]"
3507,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('2', 'Cmaj7'), ('2', 'Cm'), ('1', 'Cm'), ('1', 'Fm'), ('1', 'Bbm'), ('2', 'Cm'), ('2', 'Cmaj7'), ('1', 'Cmaj7')]"
3508,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('2', 'Cmaj7'), ('2', 'Cm'), ('1', 'Cm'), ('1', 'Fm'), ('1', 'Bbm'), ('2', 'Cm'), ('2', 'Cmaj7'), ('1', 'Cmaj7')]"
3509,"[('1', 'Fm'), ('1', 'Fm'), ('1', 'Dbmaj7#11'), ('1', 'Dbmaj7#11'), ('1', 'Bbm'), ('1', 'Bbm'), ('1', 'Abmaj7'), ('1', 'Dbmaj7#11')]"
3510,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('2', 'Cmaj7'), ('2', 'Cm'), ('1', 'Cm'), ('1', 'Fm')]"
3511,"[('2', 'Cm'), ('2', 'Cmaj7')]"
3512,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('2', 'Cmaj7'), ('2', 'Cm'), ('1', 'Cm'), ('1', 'Fm'), ('1', 'Bbm'), ('2', 'Cm'), ('2', 'Cmaj7'), ('1', 'Cmaj7')]"
3513,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('2', 'Cmaj7'), ('2', 'Cm'), ('1', 'Cm'), ('1', 'Fm'), ('1', 'Bbm'), ('2', 'Cm'), ('2', 'Cmaj7'), ('1', 'Cmaj7')]"
3514,"[('1', 'Fm'), ('1', 'Fm'), ('1', 'Dbmaj7#11'), ('1', 'Dbmaj7#11'), ('1', 'Bbm'), ('1', 'Bbm'), ('1', 'Abmaj7'), ('1', 'Dbmaj7#11')]"
3515,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('2', 'Cmaj7'), ('2', 'Cm'), ('1', 'Cm'), ('1', 'Fm')]"
3516,"[('2', 'Cm'), ('2', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cm')]"
3517,"[('1', 'Bm7'), ('1', 'Gbm6'), ('1', 'Bm7'), ('1', 'Gbm6'), ('1', 'Em7#11'), ('1', 'Gbm6'), ('2', 'Db7'), ('2', 'Ab7#11'), ('4', 'Bm6'), ('4', 'B6'), ('2', 'Dbm6')]"
3518,"[('1', 'Bm7'), ('1', 'Gbm6'), ('1', 'Bm7'), ('1', 'Gbm6'), ('1', 'Em7#11'), ('1', 'Gbm6'), ('2', 'Db7'), ('2', 'Ab7#11'), ('4', 'Bm6'), ('4', 'B6'), ('2', 'Dbm6')]"
3519,"[('1', 'Gb6'), ('1', 'Gb6'), ('1', 'Gbm6'), ('1', 'Gbm6'), ('1', 'Abm7'), ('1', 'Db7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('2', 'B7')]"
3520,"[('1', 'Bm7'), ('1', 'Gbm6'), ('1', 'Bm7'), ('1', 'Gbm6'), ('1', 'Em7#11'), ('1', 'Gbm6'), ('2', 'Db7'), ('2', 'Ab7#11'), ('4', 'Bm6'), ('4', 'B6'), ('2', 'Dbm6')]"
3521,"[('2', 'Dbm'), ('2', 'Bm7'), ('2', 'Am7'), ('2', 'G7sus'), ('2', 'Gb7'), ('2', 'Gbm7'), ('2', 'E7'), ('2', 'Em7'), ('2', 'D7sus'), ('2', 'G7sus'), ('2', 'Am'), ('2', 'Dm7b9b5')]"
3522,"[('2', 'Dbm'), ('2', 'Bm7'), ('2', 'Am7'), ('2', 'G7sus'), ('2', 'Gb7'), ('2', 'Gbm7'), ('2', 'E7'), ('2', 'Em7'), ('2', 'D7sus'), ('2', 'G7sus'), ('2', 'Am'), ('2', 'Dm7b9b5')]"
3523,"[('1', 'E7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'E7#5'), ('1', 'Em7'), ('1', 'Em9'), ('1', 'A7#5'), ('1', 'D7b5'), ('1', 'G7sus')]"
3524,"[('2', 'Dbm'), ('2', 'Bm7'), ('2', 'Am7'), ('2', 'G7sus'), ('2', 'Gb7'), ('2', 'Gbm7'), ('2', 'E7'), ('2', 'Em7'), ('2', 'D7sus'), ('2', 'G7sus'), ('2', 'Am'), ('2', 'Dm7b9b5'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('2', 'Am7'), ('2', 'G7'), ('2', 'Dm11'), ('2', 'G7'), ('1', 'Cmaj7')]"
3525,"[('1', 'Cmaj7'), ('2', 'Amaj7'), ('2', 'Bbm7'), ('1', 'Ebm9'), ('1', 'Ebm9'), ('1', 'Abmaj7'), ('1', 'Abm13b9'), ('1', 'Cmaj7'), ('1', 'Cmaj7')]"
3526,"[('2', 'Gbm7b5'), ('2', 'B7b9'), ('1', 'Em7'), ('2', 'Abm7b5'), ('2', 'Db7b9'), ('1', 'Gbm7'), ('1', 'Gbm7b5'), ('1', 'B7b9'), ('2', 'Emaj7'), ('2', 'Ebmaj7'), ('2', 'Dmaj7'), ('2', 'Dbmaj7')]"
3527,"[('1', 'Cmaj7'), ('2', 'Amaj7'), ('2', 'Bbm7'), ('1', 'Ebm9'), ('1', 'Ebm9'), ('1', 'Abmaj7'), ('1', 'Abm13b9'), ('1', 'Dbm7#11'), ('1', 'Dbm7#11')]"
3528,"[('1', 'Fmaj7'), ('1', 'B7#9'), ('1', 'E7#11'), ('1', 'Bbm7'), ('1', 'Ebm13'), ('1', 'Abm13b9'), ('1', 'Dbm6'), ('2', 'Dm7'), ('2', 'Abm7')]"
3529,"[('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7')]"
3530,"[('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7')]"
3531,"[('4', 'Fm7'), ('1', 'Bm7'), ('2', 'Ebmaj7'), ('2', 'Bm/D'), ('2', 'Cm7'), ('2', 'Cm7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Dm7'), ('2', 'Em7'), ('2', 'A7b13')]"
3532,"[('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6')]"
